"from","to","sessionid","state","year","upper"
"Steve Thompson","Leslie Gara","AKL12","AK","12","L"
"Steve Thompson","Robert Lynn","AKL12","AK","12","L"
"Steve Thompson","Beth Kerttula","AKL12","AK","12","L"
"Steve Thompson","Eric Feige","AKL12","AK","12","L"
"Steve Thompson","Craig Johnson","AKL12","AK","12","L"
"Steve Thompson","Peggy Wilson","AKL12","AK","12","L"
"Steve Thompson","Scott Kawasaki","AKL12","AK","12","L"
"Steve Thompson","Chris Tuck","AKL12","AK","12","L"
"Steve Thompson","Cathy Munoz","AKL12","AK","12","L"
"Steve Thompson","Mark Neuman","AKL12","AK","12","L"
"Steve Thompson","Tammie Wilson","AKL12","AK","12","L"
"Steve Thompson","Michael Hawker","AKL12","AK","12","L"
"Steve Thompson","Bob Miller","AKL12","AK","12","L"
"Steve Thompson","Alan Dick","AKL12","AK","12","L"
"Steve Thompson","Carl Gatto","AKL12","AK","12","L"
"Peggy Wilson","Leslie Gara","AKL12","AK","12","L"
"Peggy Wilson","Robert Lynn","AKL12","AK","12","L"
"Peggy Wilson","Beth Kerttula","AKL12","AK","12","L"
"Peggy Wilson","Mia Costello","AKL12","AK","12","L"
"Peggy Wilson","Craig Johnson","AKL12","AK","12","L"
"Peggy Wilson","Steve Thompson","AKL12","AK","12","L"
"Peggy Wilson","Scott Kawasaki","AKL12","AK","12","L"
"Peggy Wilson","James Petersen","AKL12","AK","12","L"
"Peggy Wilson","Max Gruenberg","AKL12","AK","12","L"
"Peggy Wilson","Charisse Millett","AKL12","AK","12","L"
"Peggy Wilson","Cathy Munoz","AKL12","AK","12","L"
"Peggy Wilson","Paul Seaton","AKL12","AK","12","L"
"Peggy Wilson","Michael Doogan","AKL12","AK","12","L"
"Peggy Wilson","Dan Saddler","AKL12","AK","12","L"
"Peggy Wilson","Alberta Gardner","AKL12","AK","12","L"
"Scott Kawasaki","Beth Kerttula","AKL12","AK","12","L"
"Scott Kawasaki","Eric Feige","AKL12","AK","12","L"
"Scott Kawasaki","Peggy Wilson","AKL12","AK","12","L"
"Scott Kawasaki","James Petersen","AKL12","AK","12","L"
"Scott Kawasaki","Alan Austerman","AKL12","AK","12","L"
"Scott Kawasaki","Max Gruenberg","AKL12","AK","12","L"
"Scott Kawasaki","David Guttenberg","AKL12","AK","12","L"
"Scott Kawasaki","Mark Neuman","AKL12","AK","12","L"
"Scott Kawasaki","Dan Saddler","AKL12","AK","12","L"
"Scott Kawasaki","Bryce Edgmon","AKL12","AK","12","L"
"Scott Kawasaki","Bob Miller","AKL12","AK","12","L"
"Scott Kawasaki","Kyle Johansen","AKL12","AK","12","L"
"Scott Kawasaki","Sharon Cissna","AKL12","AK","12","L"
"Charles Chenault","Steve Thompson","AKL12","AK","12","L"
"Charles Chenault","Peggy Wilson","AKL12","AK","12","L"
"James Petersen","Charles Chenault","AKL12","AK","12","L"
"James Petersen","Max Gruenberg","AKL12","AK","12","L"
"James Petersen","Chris Tuck","AKL12","AK","12","L"
"James Petersen","Bob Herron","AKL12","AK","12","L"
"James Petersen","Alberta Gardner","AKL12","AK","12","L"
"Alan Austerman","Leslie Gara","AKL12","AK","12","L"
"Alan Austerman","Peggy Wilson","AKL12","AK","12","L"
"Alan Austerman","Lance Pruitt","AKL12","AK","12","L"
"Alan Austerman","William Thomas","AKL12","AK","12","L"
"Alan Austerman","Cathy Munoz","AKL12","AK","12","L"
"Alan Austerman","Paul Seaton","AKL12","AK","12","L"
"Alan Austerman","Mark Neuman","AKL12","AK","12","L"
"Max Gruenberg","Leslie Gara","AKL12","AK","12","L"
"Max Gruenberg","Robert Lynn","AKL12","AK","12","L"
"Max Gruenberg","Beth Kerttula","AKL12","AK","12","L"
"Max Gruenberg","Steve Thompson","AKL12","AK","12","L"
"Max Gruenberg","James Petersen","AKL12","AK","12","L"
"Max Gruenberg","Cathy Munoz","AKL12","AK","12","L"
"Max Gruenberg","Bryce Edgmon","AKL12","AK","12","L"
"Lance Pruitt","Mia Costello","AKL12","AK","12","L"
"Lance Pruitt","Craig Johnson","AKL12","AK","12","L"
"Lance Pruitt","Max Gruenberg","AKL12","AK","12","L"
"Lance Pruitt","Tammie Wilson","AKL12","AK","12","L"
"Lance Pruitt","Dan Saddler","AKL12","AK","12","L"
"Lance Pruitt","Michael Hawker","AKL12","AK","12","L"
"Lance Pruitt","Anna Fairclough MacKinnon","AKL12","AK","12","L"
"Lance Pruitt","Lindsey Holmes","AKL12","AK","12","L"
"Lance Pruitt","Bill Stoltze","AKL12","AK","12","L"
"Charisse Millett","Charles Chenault","AKL12","AK","12","L"
"Charisse Millett","James Petersen","AKL12","AK","12","L"
"Charisse Millett","Alan Austerman","AKL12","AK","12","L"
"Charisse Millett","Chris Tuck","AKL12","AK","12","L"
"Charisse Millett","Anna Fairclough MacKinnon","AKL12","AK","12","L"
"Charisse Millett","Kyle Johansen","AKL12","AK","12","L"
"Charisse Millett","Neal Foster","AKL12","AK","12","L"
"Chris Tuck","David Guttenberg","AKL12","AK","12","L"
"Chris Tuck","Alberta Gardner","AKL12","AK","12","L"
"Chris Tuck","Reginald Joule","AKL12","AK","12","L"
"Chris Tuck","Bill Stoltze","AKL12","AK","12","L"
"Chris Tuck","Kurt Olson","AKL12","AK","12","L"
"Chris Tuck","Neal Foster","AKL12","AK","12","L"
"Chris Tuck","Sharon Cissna","AKL12","AK","12","L"
"David Guttenberg","Leslie Gara","AKL12","AK","12","L"
"David Guttenberg","Beth Kerttula","AKL12","AK","12","L"
"David Guttenberg","Mia Costello","AKL12","AK","12","L"
"David Guttenberg","Scott Kawasaki","AKL12","AK","12","L"
"David Guttenberg","Lance Pruitt","AKL12","AK","12","L"
"David Guttenberg","Alberta Gardner","AKL12","AK","12","L"
"David Guttenberg","Kurt Olson","AKL12","AK","12","L"
"William Thomas","Beth Kerttula","AKL12","AK","12","L"
"William Thomas","Charles Chenault","AKL12","AK","12","L"
"William Thomas","James Petersen","AKL12","AK","12","L"
"William Thomas","Bob Herron","AKL12","AK","12","L"
"William Thomas","Michael Hawker","AKL12","AK","12","L"
"William Thomas","Bob Miller","AKL12","AK","12","L"
"William Thomas","Alan Dick","AKL12","AK","12","L"
"Cathy Munoz","Leslie Gara","AKL12","AK","12","L"
"Cathy Munoz","Robert Lynn","AKL12","AK","12","L"
"Cathy Munoz","Beth Kerttula","AKL12","AK","12","L"
"Cathy Munoz","Steve Thompson","AKL12","AK","12","L"
"Cathy Munoz","Max Gruenberg","AKL12","AK","12","L"
"Cathy Munoz","Chris Tuck","AKL12","AK","12","L"
"Cathy Munoz","William Thomas","AKL12","AK","12","L"
"Cathy Munoz","Dan Saddler","AKL12","AK","12","L"
"Cathy Munoz","Kurt Olson","AKL12","AK","12","L"
"Paul Seaton","Leslie Gara","AKL12","AK","12","L"
"Paul Seaton","Robert Lynn","AKL12","AK","12","L"
"Paul Seaton","David Guttenberg","AKL12","AK","12","L"
"Paul Seaton","Alberta Gardner","AKL12","AK","12","L"
"Mark Neuman","Steve Thompson","AKL12","AK","12","L"
"Mark Neuman","Wes Keller","AKL12","AK","12","L"
"Tammie Wilson","Mia Costello","AKL12","AK","12","L"
"Tammie Wilson","Craig Johnson","AKL12","AK","12","L"
"Tammie Wilson","Lance Pruitt","AKL12","AK","12","L"
"Tammie Wilson","Mark Neuman","AKL12","AK","12","L"
"Tammie Wilson","Dan Saddler","AKL12","AK","12","L"
"Tammie Wilson","Michael Hawker","AKL12","AK","12","L"
"Tammie Wilson","Kyle Johansen","AKL12","AK","12","L"
"Tammie Wilson","Alan Dick","AKL12","AK","12","L"
"Tammie Wilson","Kurt Olson","AKL12","AK","12","L"
"Bob Herron","Eric Feige","AKL12","AK","12","L"
"Bob Herron","Bryce Edgmon","AKL12","AK","12","L"
"Bob Herron","Neal Foster","AKL12","AK","12","L"
"Michael Doogan","Beth Kerttula","AKL12","AK","12","L"
"Michael Doogan","Craig Johnson","AKL12","AK","12","L"
"Dan Saddler","Steve Thompson","AKL12","AK","12","L"
"Bryce Edgmon","David Guttenberg","AKL12","AK","12","L"
"Bryce Edgmon","William Thomas","AKL12","AK","12","L"
"Bryce Edgmon","Cathy Munoz","AKL12","AK","12","L"
"Michael Hawker","Beth Kerttula","AKL12","AK","12","L"
"Michael Hawker","Craig Johnson","AKL12","AK","12","L"
"Michael Hawker","Charles Chenault","AKL12","AK","12","L"
"Michael Hawker","Max Gruenberg","AKL12","AK","12","L"
"Michael Hawker","Lance Pruitt","AKL12","AK","12","L"
"Wes Keller","Eric Feige","AKL12","AK","12","L"
"Wes Keller","Peggy Wilson","AKL12","AK","12","L"
"Wes Keller","Scott Kawasaki","AKL12","AK","12","L"
"Wes Keller","Charisse Millett","AKL12","AK","12","L"
"Wes Keller","Anna Fairclough MacKinnon","AKL12","AK","12","L"
"Anna Fairclough MacKinnon","Peggy Wilson","AKL12","AK","12","L"
"Anna Fairclough MacKinnon","James Petersen","AKL12","AK","12","L"
"Anna Fairclough MacKinnon","Tammie Wilson","AKL12","AK","12","L"
"Anna Fairclough MacKinnon","Dan Saddler","AKL12","AK","12","L"
"Anna Fairclough MacKinnon","Bill Stoltze","AKL12","AK","12","L"
"Lindsey Holmes","Craig Johnson","AKL12","AK","12","L"
"Lindsey Holmes","Steve Thompson","AKL12","AK","12","L"
"Lindsey Holmes","Scott Kawasaki","AKL12","AK","12","L"
"Lindsey Holmes","Lance Pruitt","AKL12","AK","12","L"
"Lindsey Holmes","Cathy Munoz","AKL12","AK","12","L"
"Lindsey Holmes","Tammie Wilson","AKL12","AK","12","L"
"Lindsey Holmes","Kurt Olson","AKL12","AK","12","L"
"Lindsey Holmes","Neal Foster","AKL12","AK","12","L"
"Bob Miller","Leslie Gara","AKL12","AK","12","L"
"Bob Miller","Beth Kerttula","AKL12","AK","12","L"
"Bob Miller","Scott Kawasaki","AKL12","AK","12","L"
"Bob Miller","James Petersen","AKL12","AK","12","L"
"Bob Miller","Chris Tuck","AKL12","AK","12","L"
"Bob Miller","David Guttenberg","AKL12","AK","12","L"
"Bob Miller","Tammie Wilson","AKL12","AK","12","L"
"Bob Miller","Lindsey Holmes","AKL12","AK","12","L"
"Alberta Gardner","Leslie Gara","AKL12","AK","12","L"
"Alberta Gardner","Mia Costello","AKL12","AK","12","L"
"Alberta Gardner","Max Gruenberg","AKL12","AK","12","L"
"Alberta Gardner","David Guttenberg","AKL12","AK","12","L"
"Alberta Gardner","Cathy Munoz","AKL12","AK","12","L"
"Alberta Gardner","Bob Herron","AKL12","AK","12","L"
"Alberta Gardner","Michael Doogan","AKL12","AK","12","L"
"Alberta Gardner","Bob Miller","AKL12","AK","12","L"
"Alberta Gardner","Neal Foster","AKL12","AK","12","L"
"Reginald Joule","Peggy Wilson","AKL12","AK","12","L"
"Reginald Joule","Tammie Wilson","AKL12","AK","12","L"
"Kyle Johansen","Robert Lynn","AKL12","AK","12","L"
"Bill Stoltze","Robert Lynn","AKL12","AK","12","L"
"Alan Dick","Craig Johnson","AKL12","AK","12","L"
"Alan Dick","Peggy Wilson","AKL12","AK","12","L"
"Alan Dick","Alan Austerman","AKL12","AK","12","L"
"Alan Dick","William Thomas","AKL12","AK","12","L"
"Alan Dick","Bob Herron","AKL12","AK","12","L"
"Alan Dick","Bryce Edgmon","AKL12","AK","12","L"
"Alan Dick","Reginald Joule","AKL12","AK","12","L"
"Alan Dick","Neal Foster","AKL12","AK","12","L"
"Kurt Olson","Peggy Wilson","AKL12","AK","12","L"
"Kurt Olson","James Petersen","AKL12","AK","12","L"
"Kurt Olson","Max Gruenberg","AKL12","AK","12","L"
"Kurt Olson","Charisse Millett","AKL12","AK","12","L"
"Kurt Olson","William Thomas","AKL12","AK","12","L"
"Kurt Olson","Tammie Wilson","AKL12","AK","12","L"
"Carl Gatto","Robert Lynn","AKL12","AK","12","L"
"Carl Gatto","Beth Kerttula","AKL12","AK","12","L"
"Neal Foster","James Petersen","AKL12","AK","12","L"
"Neal Foster","Lance Pruitt","AKL12","AK","12","L"
"Kevin Meyer","Dennis Egan","AKU12","AK","12","U"
"Bettye Davis","Johnny Ellis","AKU12","AK","12","U"
"Kevin Meyer","Lesil McGuire","AKU12","AK","12","U"
"Hollis French","Linda Menard","AKU12","AK","12","U"
"Lesil McGuire","Bettye Davis","AKU12","AK","12","U"
"Bettye Davis","Joe Thomas","AKU12","AK","12","U"
"Kevin Meyer","Joe Paskvan","AKU12","AK","12","U"
"Kevin Meyer","Johnny Ellis","AKU12","AK","12","U"
"Bettye Davis","Lesil McGuire","AKU12","AK","12","U"
"Hollis French","Gary Stevens","AKU12","AK","12","U"
"Bettye Davis","William Wielechowski","AKU12","AK","12","U"
"Bettye Davis","Kevin Meyer","AKU12","AK","12","U"
"Hollis French","Albert Kookesh","AKU12","AK","12","U"
"Bettye Davis","Linda Menard","AKU12","AK","12","U"
"Linda Menard","Frederick Dyson","AKU12","AK","12","U"
"Bettye Davis","Thomas Wagoner","AKU12","AK","12","U"
"Hollis French","Dennis Egan","AKU12","AK","12","U"
"Hollis French","Bert Stedman","AKU12","AK","12","U"
"Kevin Meyer","Albert Kookesh","AKU12","AK","12","U"
"Kevin Meyer","Hollis French","AKU12","AK","12","U"
"Linda Menard","Bert Stedman","AKU12","AK","12","U"
"Hollis French","Joe Paskvan","AKU12","AK","12","U"
"Lesil McGuire","Charlie Huggins","AKU12","AK","12","U"
"Kevin Meyer","Linda Menard","AKU12","AK","12","U"
"Kevin Meyer","Catherine Giessel","AKU12","AK","12","U"
"Hollis French","Joe Thomas","AKU12","AK","12","U"
"Hollis French","Johnny Ellis","AKU12","AK","12","U"
"William Wielechowski","Thomas Wagoner","AKU12","AK","12","U"
"Linda Menard","Joe Thomas","AKU12","AK","12","U"
"Hollis French","Kevin Meyer","AKU12","AK","12","U"
"Linda Menard","Donald Olson","AKU12","AK","12","U"
"Bettye Davis","Joe Paskvan","AKU12","AK","12","U"
"Joe Thomas","Dennis Egan","AKU12","AK","12","U"
"Linda Menard","Bettye Davis","AKU12","AK","12","U"
"Bettye Davis","Frederick Dyson","AKU12","AK","12","U"
"Joe Thomas","Hollis French","AKU12","AK","12","U"
"Joe Thomas","Lesil McGuire","AKU12","AK","12","U"
"Hollis French","William Wielechowski","AKU12","AK","12","U"
"Linda Menard","Gary Stevens","AKU12","AK","12","U"
"Kevin Meyer","Lyman Hoffman","AKU12","AK","12","U"
"Kevin Meyer","Thomas Wagoner","AKU12","AK","12","U"
"Lesil McGuire","Catherine Giessel","AKU12","AK","12","U"
"Hollis French","Bettye Davis","AKU12","AK","12","U"
"Hollis French","Frederick Dyson","AKU12","AK","12","U"
"Lesil McGuire","Frederick Dyson","AKU12","AK","12","U"
"Kevin Meyer","Frederick Dyson","AKU12","AK","12","U"
"Hollis French","Lyman Hoffman","AKU12","AK","12","U"
"Hollis French","Donald Olson","AKU12","AK","12","U"
"William Wielechowski","Kevin Meyer","AKU12","AK","12","U"
"Joe Paskvan","Johnny Ellis","AKU12","AK","12","U"
"Joe Thomas","Albert Kookesh","AKU12","AK","12","U"
"Linda Menard","Charlie Huggins","AKU12","AK","12","U"
"Lesil McGuire","Hollis French","AKU12","AK","12","U"
"Kevin Meyer","William Wielechowski","AKU12","AK","12","U"
"Bettye Davis","Dennis Egan","AKU12","AK","12","U"
"Bettye Davis","Bert Stedman","AKU12","AK","12","U"
"Bettye Davis","Gary Stevens","AKU12","AK","12","U"
"Kevin Meyer","Joe Thomas","AKU12","AK","12","U"
"Donald Olson","Gary Stevens","AKU12","AK","12","U"
"Joe Thomas","Linda Menard","AKU12","AK","12","U"
"Thomas Wagoner","Joe Thomas","AKU12","AK","12","U"
"Linda Menard","Lesil McGuire","AKU12","AK","12","U"
"Joe Paskvan","Linda Menard","AKU12","AK","12","U"
"Joe Thomas","Bettye Davis","AKU12","AK","12","U"
"Joe Paskvan","William Wielechowski","AKU12","AK","12","U"
"Joe Thomas","Frederick Dyson","AKU12","AK","12","U"
"Kevin Meyer","Bettye Davis","AKU12","AK","12","U"
"Donald Olson","Bettye Davis","AKU12","AK","12","U"
"Linda Menard","Lyman Hoffman","AKU12","AK","12","U"
"Joe Paskvan","Thomas Wagoner","AKU12","AK","12","U"
"William Wielechowski","Johnny Ellis","AKU12","AK","12","U"
"Lesil McGuire","Johnny Ellis","AKU12","AK","12","U"
"Kevin Meyer","John Coghill","AKU12","AK","12","U"
"Lesil McGuire","William Wielechowski","AKU12","AK","12","U"
"Dennis Egan","Lesil McGuire","AKU12","AK","12","U"
"Bettye Davis","Albert Kookesh","AKU12","AK","12","U"
"Bettye Davis","Donald Olson","AKU12","AK","12","U"
"Joe Thomas","Kevin Meyer","AKU12","AK","12","U"
"Frederick Dyson","Catherine Giessel","AKU12","AK","12","U"
"Johnny Ellis","Linda Menard","AKU12","AK","12","U"
"Johnny Ellis","Joe Paskvan","AKU12","AK","12","U"
"Frederick Dyson","Kevin Meyer","AKU12","AK","12","U"
"Frederick Dyson","Linda Menard","AKU12","AK","12","U"
"Frederick Dyson","Albert Kookesh","AKU12","AK","12","U"
"Kevin Meyer","Bert Stedman","AKU12","AK","12","U"
"Donald Olson","Albert Kookesh","AKU12","AK","12","U"
"Frederick Dyson","John Coghill","AKU12","AK","12","U"
"Bettye Davis","John Coghill","AKU12","AK","12","U"
"Johnny Ellis","Catherine Giessel","AKU12","AK","12","U"
"Frederick Dyson","Lesil McGuire","AKU12","AK","12","U"
"Hollis French","Thomas Wagoner","AKU12","AK","12","U"
"William Wielechowski","Joe Thomas","AKU12","AK","12","U"
"Donald Olson","Joe Thomas","AKU12","AK","12","U"
"Dennis Egan","John Coghill","AKU12","AK","12","U"
"Joe Thomas","John Coghill","AKU12","AK","12","U"
"Dennis Egan","Charlie Huggins","AKU12","AK","12","U"
"John Coghill","Catherine Giessel","AKU12","AK","12","U"
"Joe Paskvan","Lesil McGuire","AKU12","AK","12","U"
"Donald Olson","Lesil McGuire","AKU12","AK","12","U"
"Joe Paskvan","Kevin Meyer","AKU12","AK","12","U"
"Donald Olson","Kevin Meyer","AKU12","AK","12","U"
"Joe Paskvan","Frederick Dyson","AKU12","AK","12","U"
"Donald Olson","Frederick Dyson","AKU12","AK","12","U"
"Joe Paskvan","Dennis Egan","AKU12","AK","12","U"
"Donald Olson","Dennis Egan","AKU12","AK","12","U"
"Donald Olson","Thomas Wagoner","AKU12","AK","12","U"
"Donald Olson","Lyman Hoffman","AKU12","AK","12","U"
"William Wielechowski","Linda Menard","AKU12","AK","12","U"
"Lesil McGuire","Linda Menard","AKU12","AK","12","U"
"Donald Olson","Linda Menard","AKU12","AK","12","U"
"Donald Olson","Johnny Ellis","AKU12","AK","12","U"
"Joe Paskvan","Joe Thomas","AKU12","AK","12","U"
"Joe Thomas","Joe Paskvan","AKU12","AK","12","U"
"Kevin Meyer","Gary Stevens","AKU12","AK","12","U"
"Kevin Meyer","Donald Olson","AKU12","AK","12","U"
"Joe Paskvan","Bert Stedman","AKU12","AK","12","U"
"Donald Olson","Bert Stedman","AKU12","AK","12","U"
"Linda Menard","Albert Kookesh","AKU12","AK","12","U"
"Bettye Davis","Catherine Giessel","AKU12","AK","12","U"
"Thomas Wagoner","Kevin Meyer","AKU12","AK","12","U"
"Thomas Wagoner","Linda Menard","AKU12","AK","12","U"
"Thomas Wagoner","Joe Paskvan","AKU12","AK","12","U"
"Lesil McGuire","Dennis Egan","AKU12","AK","12","U"
"Lesil McGuire","Thomas Wagoner","AKU12","AK","12","U"
"Lesil McGuire","Joe Thomas","AKU12","AK","12","U"
"Lesil McGuire","Bert Stedman","AKU12","AK","12","U"
"Lesil McGuire","John Coghill","AKU12","AK","12","U"
"Lesil McGuire","Lyman Hoffman","AKU12","AK","12","U"
"Lesil McGuire","Joe Paskvan","AKU12","AK","12","U"
"Lesil McGuire","Donald Olson","AKU12","AK","12","U"
"Johnny Ellis","William Wielechowski","AKU12","AK","12","U"
"Linda Menard","Thomas Wagoner","AKU12","AK","12","U"
"Charisse Millett","Peggy Wilson","AKL14","AK","14","L"
"Charisse Millett","Jonathan Kreiss-Tomkins","AKL14","AK","14","L"
"Charisse Millett","Steve Thompson","AKL14","AK","14","L"
"Charisse Millett","Beth Kerttula","AKL14","AK","14","L"
"Charisse Millett","Chris Tuck","AKL14","AK","14","L"
"Charisse Millett","Leslie Gara","AKL14","AK","14","L"
"Charisse Millett","Tammie Wilson","AKL14","AK","14","L"
"Charisse Millett","Lindsey Holmes","AKL14","AK","14","L"
"Charisse Millett","Mia Costello","AKL14","AK","14","L"
"Charisse Millett","Gabrielle LeDoux","AKL14","AK","14","L"
"Charisse Millett","Dan Saddler","AKL14","AK","14","L"
"Charisse Millett","Pete Higgins","AKL14","AK","14","L"
"Charisse Millett","Lynn Gattis","AKL14","AK","14","L"
"Charisse Millett","Cathy Munoz","AKL14","AK","14","L"
"Charisse Millett","Craig Johnson","AKL14","AK","14","L"
"Charisse Millett","Kurt Olson","AKL14","AK","14","L"
"Charisse Millett","Scott Kawasaki","AKL14","AK","14","L"
"Charisse Millett","Paul Seaton","AKL14","AK","14","L"
"Charisse Millett","Benjamin Nageak","AKL14","AK","14","L"
"Charisse Millett","Mark Neuman","AKL14","AK","14","L"
"Charisse Millett","Neal Foster","AKL14","AK","14","L"
"Peggy Wilson","Wes Keller","AKL14","AK","14","L"
"Peggy Wilson","Beth Kerttula","AKL14","AK","14","L"
"Peggy Wilson","Leslie Gara","AKL14","AK","14","L"
"Peggy Wilson","Tammie Wilson","AKL14","AK","14","L"
"Peggy Wilson","Doug Isaacson","AKL14","AK","14","L"
"Peggy Wilson","Geran Tarr","AKL14","AK","14","L"
"Peggy Wilson","Shelley Hughes","AKL14","AK","14","L"
"Peggy Wilson","Eric Feige","AKL14","AK","14","L"
"Peggy Wilson","Pete Higgins","AKL14","AK","14","L"
"Peggy Wilson","Lynn Gattis","AKL14","AK","14","L"
"Peggy Wilson","Andrew Josephson","AKL14","AK","14","L"
"Peggy Wilson","Cathy Munoz","AKL14","AK","14","L"
"Peggy Wilson","Sam Kito","AKL14","AK","14","L"
"Peggy Wilson","Robert Lynn","AKL14","AK","14","L"
"Peggy Wilson","Harriet Drummond","AKL14","AK","14","L"
"Peggy Wilson","David Guttenberg","AKL14","AK","14","L"
"Jonathan Kreiss-Tomkins","Peggy Wilson","AKL14","AK","14","L"
"Jonathan Kreiss-Tomkins","Steve Thompson","AKL14","AK","14","L"
"Jonathan Kreiss-Tomkins","Geran Tarr","AKL14","AK","14","L"
"Jonathan Kreiss-Tomkins","Lynn Gattis","AKL14","AK","14","L"
"Jonathan Kreiss-Tomkins","Sam Kito","AKL14","AK","14","L"
"Jonathan Kreiss-Tomkins","Harriet Drummond","AKL14","AK","14","L"
"Steve Thompson","Charisse Millett","AKL14","AK","14","L"
"Steve Thompson","Peggy Wilson","AKL14","AK","14","L"
"Steve Thompson","Beth Kerttula","AKL14","AK","14","L"
"Steve Thompson","Chris Tuck","AKL14","AK","14","L"
"Steve Thompson","Doug Isaacson","AKL14","AK","14","L"
"Steve Thompson","Geran Tarr","AKL14","AK","14","L"
"Steve Thompson","Mia Costello","AKL14","AK","14","L"
"Steve Thompson","Gabrielle LeDoux","AKL14","AK","14","L"
"Steve Thompson","Andrew Josephson","AKL14","AK","14","L"
"Steve Thompson","Scott Kawasaki","AKL14","AK","14","L"
"Steve Thompson","Charles Chenault","AKL14","AK","14","L"
"Steve Thompson","Bill Stoltze","AKL14","AK","14","L"
"Steve Thompson","Lance Pruitt","AKL14","AK","14","L"
"Steve Thompson","Michael Hawker","AKL14","AK","14","L"
