"name","tenure","party","race","gender","politicalexperience","district","appointed","propvote","cmtchair","partyleader","chambermed","newscore","year","upper","outdegree","indegree","state","limits","squire","majority","republican","democrat","nonwhite","female","ideodistchamber","nwomen","nleg","npoc","nmaj","propwomen","proppoc","propmaj","propmin","majp","maj","maj_sd","st","h_chamber_sd","s_chamber_sd","introlimit","partybal","h_dem_sd_avg","s_dem_sd_avg","h_rep_sd_avg","s_rep_sd_avg","house","h_rep_sd","s_rep_sd","h_dem_sd","s_dem_sd","hou_dem_median","hou_rep_median","sen_dem_median","sen_rep_median","h_rep_med","s_rep_med","h_dem_med","s_dem_med","sessionid","lower","yearshort","partycolors","yearlong"
"Ryan Dvorak",14,"D","white","male",0,"8",0,1,0,0,0.8565,-0.508,16,"L",1,5,"IN",0,0.156,0,0,1,0,0,1.3645,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Sean Eberhart",10,"R","white","male",1,"57",0,1,1,0,0.8565,0.833,16,"L",27,9,"IN",0,0.156,1,1,0,0,0,0.0235,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Jeff Ellington",1,"R","white","male",1,"62",1,1,0,0,0.8565,1.016,16,"L",0,4,"IN",0,0.156,1,1,0,0,0,0.1595,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Sue Errington",4,"D","white","female",1,"34",0,0.657122183,0,0,0.8565,-0.54,16,"L",9,7,"IN",0,0.156,0,0,1,0,1,1.3965,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"William Fine",2,"R","white","male",0,"12",0,0.514760536,0,0,0.8565,0.856,16,"L",3,4,"IN",0,0.156,1,1,0,0,0,5e-04,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Dan Forestal",4,"D","white","male",0,"100",0,1,0,0,0.8565,-0.413,16,"L",2,11,"IN",0,0.156,0,0,1,0,0,1.2695,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"William Friend",24,"R","white","male",1,"23",0,1,0,0,0.8565,0.933,16,"L",8,8,"IN",0,0.156,1,1,0,0,0,0.0765,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"David Frizzell",24,"R","white","male",0,"93",0,0.720880069,1,0,0.8565,0.972,16,"L",14,11,"IN",0,0.156,1,1,0,0,0,0.1155,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Randall Frye",6,"R","white","male",0,"67",0,1,1,0,0.8565,0.868,16,"L",10,10,"IN",0,0.156,1,1,0,0,0,0.0115,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Philip GiaQuinta",10,"D","white","male",0,"80",0,1,0,0,0.8565,-0.402,16,"L",7,8,"IN",0,0.156,0,0,1,0,0,1.2585,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Terry Goodin",16,"D","white","male",0,"66",0,0.589874241,0,0,0.8565,-0.254,16,"L",7,16,"IN",0,0.156,0,0,1,0,0,1.1105,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Doug Gutwein",8,"R","white","male",1,"16",0,0.64449827,1,0,0.8565,0.959,16,"L",2,4,"IN",0,0.156,1,1,0,0,0,0.1025,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Christina Hale",4,"D","latino","female",1,"87",0,0.515297504,0,0,0.8565,-0.283,16,"L",13,15,"IN",0,0.156,0,0,1,1,1,1.1395,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Richard Hamm",4,"R","white","male",0,"56",0,0.592843228,0,0,0.8565,0.871,16,"L",1,8,"IN",0,0.156,1,1,0,0,0,0.0145,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Timothy Harman",4,"R","white","male",0,"17",0,1,0,0,0.8565,1.029,16,"L",13,8,"IN",0,0.156,1,1,0,0,0,0.1725,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Donna Harris",1,"D","black","female",0,"2",1,0.9018852,0,0,0.8565,-0.671,16,"L",6,4,"IN",0,0.156,0,0,1,1,1,1.5275,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Earl Harris",34,"D","black","male",0,"2",0,0.90188522,0,0,0.8565,-0.789,16,"L",0,3,"IN",0,0.156,0,0,1,1,0,1.6455,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Robert Heaton",6,"R","white","male",0,"46",0,0.62279687,0,1,0.8565,1.009,16,"L",7,11,"IN",0,0.156,1,1,0,0,0,0.1525,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Todd Huston",4,"R","white","male",0,"37",1,1,0,0,0.8565,1.035,16,"L",13,4,"IN",0,0.156,1,1,0,0,0,0.1785,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Christopher Judy",2,"R","white","male",1,"83",0,1,0,0,0.8565,0.817,16,"L",12,9,"IN",0,0.156,1,1,0,0,0,0.0395,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Michael Karickhoff",6,"R","white","male",1,"30",0,0.577919321,0,0,0.8565,0.859,16,"L",21,13,"IN",0,0.156,1,1,0,0,0,0.0025,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Clyde Kersey",20,"D","white","male",1,"43",0,1,0,0,0.8565,-0.548,16,"L",0,10,"IN",0,0.156,0,0,1,0,0,1.4045,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Cindy Kirchhofer",6,"R","white","female",0,"89",0,0.591834951,1,0,0.8565,0.926,16,"L",19,14,"IN",0,0.156,1,1,0,0,1,0.0695,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Sheila Klinker",34,"D","white","female",0,"27",0,0.517817164,0,0,0.8565,-0.266,16,"L",22,20,"IN",0,0.156,0,0,1,0,1,1.1225,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Eric Koch",14,"R","white","male",0,"65",0,1,1,0,0.8565,0.96,16,"L",12,10,"IN",0,0.156,1,1,0,0,0,0.1035,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Linda Lawson",18,"D","white","female",1,"1",0,1,0,0,0.8565,-0.657,16,"L",6,11,"IN",0,0.156,0,0,1,0,1,1.5135,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Donald Lehe",26,"R","white","male",0,"25",0,0.710754017,1,0,0.8565,0.94,16,"L",14,6,"IN",0,0.156,1,1,0,0,0,0.0835,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Matthew Lehman",8,"R","white","male",0,"79",0,1,0,1,0.8565,1.012,16,"L",11,7,"IN",0,0.156,1,1,0,0,0,0.1555,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Daniel Leonard",14,"R","white","male",0,"50",0,1,0,0,0.8565,0.952,16,"L",6,6,"IN",0,0.156,1,1,0,0,0,0.0955,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Jim Lucas",4,"R","white","male",1,"69",0,1,0,0,0.8565,0.967,16,"L",2,15,"IN",0,0.156,1,1,0,0,0,0.1105,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Randy Lyness",1,"R","white","male",1,"68",1,0.7575674,0,0,0.8565,0.95,16,"L",1,1,"IN",0,0.156,1,1,0,0,0,0.0935,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Karlee Macer",4,"D","white","female",0,"92",0,0.512443978,0,0,0.8565,-0.408,16,"L",6,15,"IN",0,0.156,0,0,1,0,1,1.2645,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Kevin Mahan",6,"R","white","male",0,"31",0,1,1,0,0.8565,0.831,16,"L",26,11,"IN",0,0.156,1,1,0,0,0,0.0255,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Peggy Mayfield",4,"R","white","female",0,"60",0,0.638440592,0,0,0.8565,0.944,16,"L",8,9,"IN",0,0.156,1,1,0,0,1,0.0875,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Judson McMillin",6,"R","white","male",0,"68",0,0.698274709,0,1,0.8565,0.947,16,"L",9,9,"IN",0,0.156,1,1,0,0,0,0.0905,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Wendy McNamara",6,"R","white","female",0,"76",0,0.629914357,0,0,0.8565,0.799,16,"L",13,15,"IN",0,0.156,1,1,0,0,1,0.0575,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Doug Miller",2,"R","white","male",0,"48",0,1,0,0,0.8565,1.045,16,"L",5,8,"IN",0,0.156,1,1,0,0,0,0.1885,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Justin Moed",4,"D","white","male",0,"97",0,1,0,0,0.8565,-0.255,16,"L",6,15,"IN",0,0.156,0,0,1,0,0,1.1115,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Robert Morris",6,"R","white","male",0,"84",0,0.666933991,0,0,0.8565,0.963,16,"L",14,10,"IN",0,0.156,1,1,0,0,0,0.1065,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Alan Morrison",4,"R","white","male",0,"42",0,0.561856612,0,0,0.8565,0.965,16,"L",5,8,"IN",0,0.156,1,1,0,0,0,0.1085,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Charles Moseley",8,"D","white","male",1,"10",0,0.571407527,0,0,0.8565,-0.533,16,"L",3,12,"IN",0,0.156,0,0,1,0,0,1.3895,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Sharon Negele",4,"R","white","female",0,"13",0,1,0,0,0.8565,0.878,16,"L",6,9,"IN",0,0.156,1,1,0,0,1,0.0215,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"David Niezgodski",10,"D","white","male",1,"7",0,0.757567394,0,0,0.8565,-0.377,16,"L",3,12,"IN",0,0.156,0,0,1,0,0,1.2335,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Curt Nisly",2,"R","white","male",0,"22",0,0.707521099,0,0,0.8565,0.753,16,"L",6,4,"IN",0,0.156,1,1,0,0,0,0.1035,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"David Ober",4,"R","white","male",1,"82",0,0.769120459,0,0,0.8565,0.909,16,"L",24,16,"IN",0,0.156,1,1,0,0,0,0.0525,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Julie Olthoff",2,"R","white","female",1,"19",0,0.511158798,0,0,0.8565,0.833,16,"L",8,11,"IN",0,0.156,1,1,0,0,1,0.0235,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Scott Pelath",18,"D","white","male",0,"9",0,1,0,1,0.8565,-0.575,16,"L",4,3,"IN",0,0.156,0,0,1,0,0,1.4315,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Matt Pierce",14,"D","white","male",1,"61",0,1,0,0,0.8565,-0.698,16,"L",1,9,"IN",0,0.156,0,0,1,0,0,1.5545,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Gregory Porter",24,"D","black","male",0,"96",0,0.839600428,0,0,0.8565,-1.012,16,"L",9,12,"IN",0,0.156,0,0,1,1,0,1.8685,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"John Price",4,"R","white","male",1,"47",0,0.768465781,1,0,0.8565,0.947,16,"L",12,15,"IN",0,0.156,1,1,0,0,0,0.0905,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Cherrish Pryor",8,"D","black","female",1,"94",0,1,0,0,0.8565,-0.954,16,"L",9,11,"IN",0,0.156,0,0,1,1,1,1.8105,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Rhonda Rhoads",6,"R","white","female",1,"70",0,0.588277561,0,0,0.8565,1.077,16,"L",5,4,"IN",0,0.156,1,1,0,0,1,0.2205,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Kathy Richardson",24,"R","white","female",1,"29",0,0.740208151,0,0,0.8565,0.943,16,"L",11,8,"IN",0,0.156,1,1,0,0,1,0.0865,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Gail Riecken",8,"D","white","female",1,"77",0,0.619104836,0,0,0.8565,-0.481,16,"L",5,17,"IN",0,0.156,0,0,1,0,1,1.3375,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Thomas Saunders",20,"R","white","male",1,"54",0,0.732320099,0,0,0.8565,0.717,16,"L",8,4,"IN",0,0.156,1,1,0,0,0,0.1395,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Donna Schaibley",2,"R","white","female",0,"24",0,1,0,0,0.8565,0.874,16,"L",9,5,"IN",0,0.156,1,1,0,0,1,0.0175,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
"Robin Shackleford",4,"D","black","female",0,"98",0,0.892172961,0,0,0.8565,-0.781,16,"L",8,11,"IN",0,0.156,0,0,1,1,1,1.6375,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,FALSE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0,0,0.242757683,0,-0.5345,0.927,-0.547,0.889,0,0,-0.5345,0,"INL16","L",16,"#0072B2",2016
"Harold Slager",4,"R","white","male",1,"15",0,0.58659612,0,0,0.8565,0.816,16,"L",7,8,"IN",0,0.156,1,1,0,0,0,0.0405,22,103,10,73,0.213592233,0.097087379,0.708737864,0.291262136,TRUE,"R",0.103660545,"in",0.69301087,0.594807091,1,0.417475728,0.242757683,0.204521902,0.103302136,0.1624733,1,0.103302136,0,0,0,-0.5345,0.927,-0.547,0.889,0.927,0,0,0,"INL16","L",16,"#D55E00",2016
